stage,type,fit_prior,accuracy(%),score_standard_deviation(%),tempo(s)
stage2,ComplementNB,False,72.83416747125484,0.6092369695288592,0.581840991973877
stage2,ComplementNB,True,72.83416747125484,0.6092369695288592,0.4660952091217041
