stage,type,fit_prior,accuracy(%),score_standard_deviation(%),tempo(s)
stage5,ComplementNB,False,75.48078773969053,0.9557014623208137,0.8815097808837891
stage5,ComplementNB,True,75.48078773969053,0.9557014623208137,0.2751579284667969
