stage,type,fit_prior,accuracy(%),score_standard_deviation(%),tempo(s)
stage1,ComplementNB,False,74.88781818307683,1.5892764973143398,0.2636070251464844
stage1,ComplementNB,True,74.88781818307683,1.5892764973143398,0.20065069198608398
