penalty,dual,C,fit_intercept,solver,accuracy(%),score_standard_deviation(%),tempo(s)
l2,False,1.5,True,sag,49.999999999999986,0.058887852144662495,4.567810297012329
l2,False,2.0,True,liblinear,49.9814126394052,0.08109986988362085,2.579488754272461
l2,False,1.0,True,liblinear,49.9814126394052,0.08109986988362085,2.7942392826080322
l2,False,1.5,False,liblinear,49.9814126394052,0.08109986988362085,2.674306869506836
l2,False,1.0,False,liblinear,49.9814126394052,0.08109986988362085,2.80745792388916
none,False,1.5,False,newton-cg,49.9628252788104,0.12611668481975774,9.64768362045288
none,False,2.0,False,newton-cg,49.9628252788104,0.12611668481975774,10.13998007774353
none,False,1.0,False,newton-cg,49.9628252788104,0.12611668481975774,9.580275297164917
l2,False,2.0,False,newton-cg,49.9628252788104,0.12611668481975774,10.469475030899048
l2,False,1.5,True,lbfgs,49.96275605214152,0.09495380844679356,1.9623465538024902
l2,False,1.0,False,lbfgs,49.96275605214152,0.09495380844679356,1.7301583290100098
l2,False,2.0,True,newton-cg,49.94420330488117,0.145291655506054,10.270986080169678
l2,False,1.5,True,newton-cg,49.94420330488117,0.145291655506054,10.406111240386963
