stage,type,fit_prior,accuracy(%),score_standard_deviation(%),tempo(s)
stage4,ComplementNB,False,80.54276315789475,5.584982671626375,0.18015670776367188
stage4,ComplementNB,True,80.54276315789475,5.584982671626375,0.15298199653625488
